LABEL,PAGE_HTML,LINK
ja,536.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/corona-verordnung-vulnerable-einrichtungen/
ja,537.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/uebersicht-corona-verordnungen/coronavo-studienbetrieb-und-kunst/
ja,538.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/verordnung-jugendhaeuser/
ja,539.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/uebersicht-corona-verordnungen/coronavo-familienbildung-und-fruehe-hilfen/
ja,540.txt,"https://km-bw.de/,Lde/startseite/sonderseiten/corona-verordnung-sport"
ja,541.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/coronavo-baeder-und-saunen/
ja,542.txt,"https://km-bw.de/,Lde/startseite/sonderseiten/corona-verordnung-musikschulen"
ja,543.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/lenkungsgruppe-corona/
nein,544.txt,https://www.baden-wuerttemberg.de/de/service/presse/pressemitteilung/pid/infektionen-und-todesfaelle-in-baden-wuerttemberg/
ja,545.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/sich-vor-corona-schuetzen/
nein,546.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/aktuelle-nachrichten-per-messenger/
ja,547.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/uebersicht-fragen-und-antworten/
ja,548.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/faq-kultusministerium/
ja,549.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/faq-wirtschaftsministerium/
ja,550.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/fragen-und-antworten-rund-um-corona/faq-nachweise-fuer-geimpfte-und-genesene-personen/
ja,551.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/fragen-und-antworten-rund-um-corona/faq-selbsttests/
ja,552.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/faq-wissenschaftsministerium/
ja,553.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/faq-verbraucherschutz-reisen-veranstaltungen/
ja,554.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/fragen-und-antworten-rund-um-corona/faq-quarantaene/
ja,555.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/faq-fm/
ja,556.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/fragen-und-antworten-rund-um-corona/faq-kommunale-gremiensitzungen-und-wahlen/
ja,557.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/faq-reiseverkehr/
ja,558.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/faq-landwirtschaft-tierhaltung/
ja,559.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/fragen-und-antworten-rund-um-corona/faq-entschaedigungen/
ja,560.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/faq-umweltministerium/
ja,561.txt,https://www.lpb-bw.de/coronavirus-covid-19
ja,562.txt,https://www.lpb-bw.de/was-aendert-corona
ja,563.txt,https://www.lpb-bw.de/arbeit-und-corona
ja,564.txt,https://www.lpb-bw.de/wirtschaft-und-corona
ja,565.txt,https://www.lpb-bw.de/gesellschaft-und-corona
ja,566.txt,https://www.lpb-bw.de/schule-und-corona
ja,567.txt,https://www.lpb-bw.de/essay-bildung-corona
ja,568.txt,https://www.lpb-bw.de/corona-weltweit
ja,569.txt,https://www.lpb-bw.de/corona-in-europa/
ja,570.txt,https://www.lpb-bw.de/corona-app
ja,571.txt,https://www.lpb-bw.de/impfen-ethik
Impfung,572.txt,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/
Impfung,573.txt,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/impfen/
Impfung,574.txt,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/impfen-betriebsaerzte/
ja,575.txt,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/testen/
ja,576.txt,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/verordnungen/
nein,577.txt,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/hotlines-buergerinnen-und-buerger/
nein,578.txt,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/lage-in-baden-wuerttemberg/
nein,579.txt,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/luca-app/
nein,580.txt,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/buergerengagement/
ja,581.txt,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/faq-fachleute/
ja,582.txt,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/leichte-sprache-und-gebaerdensprache/
ja,583.txt,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/sich-vor-corona-schuetzen/
nein,584.txt,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/aktuelles-schutzausruestung/
Impfung,585.txt,https://sozialministerium.baden-wuerttemberg.de/de/service/presse/pressemitteilung/pid/zumeldung-zur-stiko-empfehlung-impfung-fuer-schwangere/
ja,586.txt,https://sozialministerium.baden-wuerttemberg.de/de/service/presse/pressemitteilung/pid/ueberarbeitete-corona-verordnung-soll-kommende-woche-in-kraft-treten/
Impfung,587.txt,https://sozialministerium.baden-wuerttemberg.de/de/service/presse/pressemitteilung/pid/impf-aktionswochenende-fuer-12-bis-17-jaehrige/
ja,588.txt,https://sozialministerium.baden-wuerttemberg.de/de/service/presse/pressemitteilung/pid/einfachere-quarantaeneregeln-in-schulen-und-kitas/
ja,589.txt,https://www.baden-wuerttemberg.de/de/service/presse/pressemitteilung/pid/start-in-ein-schuljahr-mit-mehr-normalitaet/
ja,590.txt,https://www.bundesgesundheitsministerium.de/coronavirus.html
Impfung,591.txt,https://www.bundesgesundheitsministerium.de/coronavirus/faq-covid-19-impfung.html
ja,592.txt,https://www.bundesgesundheitsministerium.de/service/gesetze-und-verordnungen/guv-19-lp/coronaeinreisev.html
ja,593.txt,https://www.baden-wuerttemberg.de/de/service/alle-meldungen/meldung/pid/was-ist-dran-an-mythen-zum-coronavirus/
nein,594.txt,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/fragen-und-antworten-rund-um-corona/hilfe-fuer-die-seele-in-der-coronazeit/
ja,595.txt,https://www.swr.de/swr1/bw/programm/lockdown-2020-2021-100.html
ja,596.txt,https://www.swr.de/swraktuell/rheinland-pfalz/coronaregeln-in-rheinland-pfalz-100.html
ja,597.txt,https://www.swr.de/swr1/bw/programm/lockdown-2020-2021-102.html
ja,598.txt,https://www.swr.de/swraktuell/rheinland-pfalz/coronaregeln-in-rheinland-pfalz-101.html
nein,599.txt,https://www.baden-wuerttemberg.de/de/unser-land/
nein,600.txt,https://www.baden-wuerttemberg.de/de/unser-land/verfassungsorgane/
nein,601.txt,https://www.baden-wuerttemberg.de/de/unser-land/landesverfassung/
nein,602.txt,https://www.baden-wuerttemberg.de/de/unser-land/geschichte/
nein,603.txt,https://www.baden-wuerttemberg.de/de/unser-land/wappen-und-hymnen/
nein,604.txt,https://www.baden-wuerttemberg.de/de/unser-land/landeswappen-und-hymnen/landeswappen/
nein,605.txt,https://www.baden-wuerttemberg.de/de/unser-land/landeswappen-und-hymnen/hymnen/
nein,606.txt,https://www.baden-wuerttemberg.de/de/unser-land/traditionen/
nein,607.txt,https://www.baden-wuerttemberg.de/de/unser-land/traditionen/feste-und-braeuche/
nein,608.txt,https://www.baden-wuerttemberg.de/de/unser-land/traditionen/mundarten/
nein,609.txt,https://www.baden-wuerttemberg.de/de/unser-land/traditionen/sagen-und-legenden/
nein,610.txt,https://www.baden-wuerttemberg.de/de/unser-land/traditionen/heimattage/
nein,611.txt,https://www.baden-wuerttemberg.de/de/service/presse/pressemitteilung/pid/nachhaltigkeits-und-energiewendetage-vom-17-bis-20-september/
nein,612.txt,https://www.baden-wuerttemberg.de/de/service/presse/pressemitteilung/pid/razavi-auf-denkmalreise-durch-baden-wuerttemberg/
nein,613.txt,https://www.baden-wuerttemberg.de/de/service/presse/pressemitteilung/pid/125-jahre-haus-der-wirtschaft-baden-wuerttemberg/
nein,614.txt,https://www.baden-wuerttemberg.de/de/service/presse/pressemitteilung/pid/sonderprogramm-zur-staerkung-der-biologischen-vielfalt-staerkt-biodiversitaet/
nein,615.txt,https://www.baden-wuerttemberg.de/de/unser-land/land-und-leute/
nein,616.txt,https://www.baden-wuerttemberg.de/de/unser-land/land-und-leute/bevoelkerung/
nein,617.txt,https://www.baden-wuerttemberg.de/de/unser-land/land-und-leute/geografie/
nein,618.txt,https://www.baden-wuerttemberg.de/de/unser-land/land-und-leute/interaktive-karten/
nein,619.txt,https://www.baden-wuerttemberg.de/de/unser-land/geschichte/haus-der-geschichte/bw-quiz/
nein,620.txt,https://www.baden-wuerttemberg.de/de/unser-land/verwaltung/
nein,621.txt,https://www.baden-wuerttemberg.de/de/unser-land/verwaltung/regierungspraesidien/
nein,622.txt,https://www.baden-wuerttemberg.de/de/unser-land/verwaltung/regionen/
nein,623.txt,https://www.baden-wuerttemberg.de/de/unser-land/wirtschaftsstandort/
nein,624.txt,https://www.baden-wuerttemberg.de/de/unser-land/urlaubsland/
nein,625.txt,https://www.baden-wuerttemberg.de/de/unser-land/urlaubsland/baden-wuerttemberg-eine-reise-wert/
nein,626.txt,https://www.baden-wuerttemberg.de/de/unser-land/urlaubsland/baden-wuerttemberg-ein-kulinarischer-genuss/
nein,627.txt,https://www.baden-wuerttemberg.de/de/unser-land/kulturlandschaft/
nein,628.txt,https://www.baden-wuerttemberg.de/de/regierung/
nein,629.txt,https://www.baden-wuerttemberg.de/de/bw-gestalten/
nein,630.txt,https://www.baden-wuerttemberg.de/de/bw-gestalten/erfolgreiches-baden-wuerttemberg/
nein,631.txt,https://www.baden-wuerttemberg.de/de/bw-gestalten/schlaues-baden-wuerttemberg/
nein,632.txt,https://www.baden-wuerttemberg.de/de/bw-gestalten/nachhaltiges-baden-wuerttemberg/
nein,633.txt,https://www.baden-wuerttemberg.de/de/bw-gestalten/buergernahes-baden-wuerttemberg/
nein,634.txt,https://www.baden-wuerttemberg.de/de/bw-gestalten/gerechtes-baden-wuerttemberg/
nein,635.txt,https://www.baden-wuerttemberg.de/de/bw-gestalten/schoenes-und-aktives-baden-wuerttemberg/
nein,636.txt,https://www.baden-wuerttemberg.de/de/bw-gestalten/themen-a-z/
nein,637.txt,https://beteiligungsportal.baden-wuerttemberg.de/de/startseite/
nein,638.txt,https://www.baden-wuerttemberg.de/de/service/
nein,639.txt,https://www.baden-wuerttemberg.de/de/header-und-footer/leichte-sprache/landeskunde/
nein,640.txt,https://www.baden-wuerttemberg.de/de/header-und-footer/leichte-sprache/landespolitik/
nein,641.txt,https://www.baden-wuerttemberg.de/de/header-und-footer/leichte-sprache/das-ist-der-landes-regierung-besonders-wichtig/
nein,642.txt,https://www.baden-wuerttemberg.de/de/header-und-footer/leichte-sprache/ziele-der-landesregierung/
nein,643.txt,https://www.baden-wuerttemberg.de/de/header-und-footer/leichte-sprache/politik-fuer-behinderte/
nein,644.txt,https://www.baden-wuerttemberg.de/de/header-und-footer/leichte-sprache/unsere-leistungen/
nein,645.txt,https://www.baden-wuerttemberg.de/de/header-und-footer/datenschutz/datenschutz-in-leichter-sprache/
nein,646.txt,https://www.lgl.bayern.de/index.htm
nein,647.txt,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm#wKennzahlen
nein,648.txt,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/archiv.htm
nein,649.txt,https://www.lgl.bayern.de/presse/pressemitteilungen/newsletter_coronavirus/coronavirusinfo_anmeldung.htm
nein,650.txt,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index_leichte_sprache.htm
Impfung,651.txt,https://www.stmgp.bayern.de/coronavirus/impfung/
Impfung,652.txt,https://www.lgl.bayern.de/gesundheit/praevention/impfen/impfen_in_der_corona_pandemie.htm
Impfung,653.txt,https://impfzentren.bayern/
Impfung,654.txt,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/impfung_covid19.htm
nein,655.txt,https://www.stmgp.bayern.de/coronavirus/impfung/ich-tus-fuer/#impfen-ot
nein,656.txt,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/informationen_aktuell.htm
nein,657.txt,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/post_covid_foerderinitiative.htm
nein,658.txt,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/psa_warnung.htm
ja,659.txt,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/faq.htm#desinfekt
nein,660.txt,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/covid_uebersicht.htm#patient
ja,661.txt,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/covid_glossar.htm#eqv
nein,662.txt,https://www.lgl.bayern.de/arbeitsschutz/technischer_arbeitsschutz/index.htm
nein,663.txt,https://www.lgl.bayern.de/arbeitsschutz/rechtsgrundlagen/index.htm
ja,664.txt,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/faq.htm#oeffleb
nein,665.txt,https://www.lgl.bayern.de/arbeitsschutz/stofflicher_arbeitsschutz/index.htm
nein,666.txt,https://www.lgl.bayern.de/arbeitsschutz/sozialer_arbeitsschutz/index.htm
nein,667.txt,https://www.lgl.bayern.de/arbeitsschutz/praevention/index.htm
nein,668.txt,https://www.lgl.bayern.de/arbeitsschutz/managementsysteme/index.htm
nein,669.txt,https://www.lgl.bayern.de/arbeitsschutz/arbeitsmedizin/index.htm
nein,670.txt,https://www.lgl.bayern.de/arbeitsschutz/amis/index.htm
nein,671.txt,https://www.lgl.bayern.de/lebensmittel/index.htm
nein,672.txt,https://www.lgl.bayern.de/produkte/index.htm
nein,673.txt,https://www.lgl.bayern.de/produkte/bedarfsgegenstaende/index.htm
nein,674.txt,https://www.lgl.bayern.de/produkte/kosmetika/index.htm
nein,675.txt,https://www.lgl.bayern.de/produkte/chemikalien/index.htm
nein,676.txt,https://www.lgl.bayern.de/produkte/spielzeug/index.htm
nein,677.txt,https://www.lgl.bayern.de/produkte/technische_geraete/index.htm
nein,678.txt,https://www.lgl.bayern.de/produkte/medizinprodukte/index.htm
nein,679.txt,https://www.lgl.bayern.de/produkte/tabak/index.htm
nein,680.txt,https://www.lgl.bayern.de/produkte/ueberwachung/index.htm
nein,681.txt,https://www.lgl.bayern.de/produkte/tnp/index.htm
nein,682.txt,https://www.lgl.bayern.de/produkte/az/index.htm
nein,683.txt,https://www.lgl.bayern.de/gesundheit/index.htm
nein,684.txt,https://www.lgl.bayern.de/tiergesundheit/index.htm
nein,685.txt,https://www.lgl.bayern.de/aus_fort_weiterbildung/index.htm
nein,686.txt,https://www.bayern.de/
nein,687.txt,https://www.bayern.de/staatsregierung/ministerpraesident/
nein,688.txt,https://www.bayern.de/staatsregierung/kabinett/
nein,689.txt,https://www.bayern.de/staatsregierung/bayerische-staatskanzlei-und-staatsministerien/
nein,690.txt,https://www.bayern.de/staatsregierung/koalitionsvertrag-2018-2023/
nein,691.txt,https://www.bayern.de/staatsregierung/regierungserklaerungen-uebersicht/
nein,692.txt,https://www.bayern.de/klimaland-bayern/?seite=5468
nein,693.txt,https://www.bayern.de/landwirtschaft-2030-nachhaltig-smart-fair/?seite=5468
nein,694.txt,https://www.bayern.de/vorsicht-aber-auch-motivation/?seite=5468
nein,695.txt,https://www.bayern.de/vorsicht-vertrauen-und-verantwortung/?seite=5468
nein,696.txt,https://www.bayern.de/sicherheit-und-geduld-die-naechsten-schritte-gegen-corona/?seite=5468
nein,697.txt,https://www.bayern.de/wir-muessen-bayern-schuetzen-lockdown-fuer-den-jahreswechsel/?seite=5468
ja,698.txt,https://www.bayern.de/daheimbleiben-kontakte-reduzieren-zehn-punkte-gegen-corona/?seite=5468
ja,699.txt,https://www.bayern.de/verlaengern-vertiefen-helfen-bayerns-corona-strategie-fuer-den-dezember/?seite=5468
nein,700.txt,https://www.bayern.de/staatsregierung/beauftragte-der-bayerischen-staatsregierung/
nein,701.txt,https://www.bayern.de/staatsregierung/preise-und-auszeichnungen/
nein,702.txt,https://www.bayern.de/staatsregierung/orden-und-ehrenzeichen/
nein,703.txt,https://www.bayern.de/staatskanzlei/staatsminister-dr-florian-herrmann/
nein,704.txt,https://www.bayern.de/staatskanzlei/staatsministerin-melanie-huml/
nein,705.txt,https://www.bayern.de/staatskanzlei/aufgaben-und-organisation/
nein,706.txt,https://www.bayern.de/staatskanzlei/bayern-in-berlin/
nein,707.txt,https://www.bayern.de/staatskanzlei/bayerischer-ethikrat/
nein,708.txt,https://www.bayern.de/staatskanzlei/bayern-in-bruessel/
nein,709.txt,https://www.bayern.de/staatskanzlei/bayern-in-prag/
nein,710.txt,https://www.bayern.de/staatskanzlei/bayern-in-addis-abeba/
nein,711.txt,https://www.bayern.de/politik/
nein,712.txt,https://www.bayern.de/buergerservice/buergerbeauftragter/
nein,713.txt,https://www.bayern.de/buergerservice/newsroom-social-media/
nein,714.txt,https://www.bayern.de/der-freistaat/
ja,715.txt,https://www.bayern.de/firewall-gegen-corona/
nein,716.txt,https://www.bayern.de/buergerservice/mediathek/?fotoreihe=70277
nein,717.txt,https://www.bayern.de/buergerservice/mediathek/?fotoreihe=70010
ja,718.txt,https://www.stmi.bayern.de/miniwebs/coronavirus/faq/index.php
ja,719.txt,https://www.stmi.bayern.de/miniwebs/coronavirus/hotspotregionen/index.php
ja,720.txt,https://www.stmi.bayern.de/miniwebs/coronavirus/massnahmen/index.php
ja,721.txt,https://www.stmi.bayern.de/miniwebs/coronavirus/infos/index.php
nein,722.txt,https://www.stmi.bayern.de/miniwebs/coronavirus/lage/index.php
ja,723.txt,https://www.bayern.de/coronavirus-in-bayern-informationen-auf-einen-blick/
ja,724.txt,https://www.corona-katastrophenschutz.bayern.de/
ja,725.txt,https://www.sueddeutsche.de/bayern/bayern-corona-faq-regeln-1.5397768
nein,726.txt,https://www.berlin.de/politik-verwaltung-buerger/
nein,727.txt,https://www.berlin.de/rbmskzl/regierender-buergermeister/
nein,728.txt,https://www.berlin.de/karriereportal/
nein,729.txt,https://www.berlin.de/karriereportal/einstieg/praktikum-und-werkstudierende/
nein,730.txt,https://www.berlin.de/karriereportal/einstieg/ausbildung-und-studium/
nein,731.txt,https://www.berlin.de/karriereportal/einstieg/ausbildung-und-studium/abschlussarbeiten/
nein,732.txt,https://www.berlin.de/karriereportal/einstieg/berufseinstieg/
nein,733.txt,https://www.berlin.de/karriereportal/einstieg/berufseinstieg/mit-bachelorabschluss/
nein,734.txt,https://www.berlin.de/karriereportal/einstieg/berufseinstieg/mit-berufsausbildung/
nein,735.txt,https://www.berlin.de/karriereportal/einstieg/berufswechsel/
nein,736.txt,https://www.berlin.de/karriereportal/arbeitgeber-land-berlin/ueber-uns/
nein,737.txt,https://www.berlin.de/karriereportal/arbeitgeber-land-berlin/ueber-uns/aufgaben/
nein,738.txt,https://www.berlin.de/karriereportal/arbeitgeber-land-berlin/ueber-uns/struktur/
nein,739.txt,https://www.berlin.de/karriereportal/arbeitgeber-land-berlin/ueber-uns/mitarbeitende/
nein,740.txt,https://www.berlin.de/karriereportal/arbeitgeber-land-berlin/karriere/
nein,741.txt,https://www.berlin.de/karriereportal/arbeitgeber-land-berlin/bewerbung/
nein,742.txt,https://www.berlin.de/karriereportal/arbeitgeber-land-berlin/bewerbung/bewerbungstipps/
nein,743.txt,https://www.berlin.de/karriereportal/arbeitgeber-land-berlin/bewerbung/voraussetzungen-fuer-die-einstellung/
nein,744.txt,https://www.berlin.de/events/2097286-2229501-festival-of-lights.html
nein,745.txt,https://mein.berlin.de/projekte/?district=Mitte
nein,746.txt,https://mein.berlin.de/projekte/stadteingang-west/
nein,747.txt,https://www.berlin.de/kultur-und-tickets/nachrichten/6912946-2154924-denkmaltag-2021-ueber-330-angebote-in-be.html
nein,748.txt,https://www.berlin.de/tickets/literatur/nachrichten/6906025-3038603-autorin-slimani-eroeffnet-internationale.html
nein,749.txt,https://www.berlin.de/ausstellungen/nachrichten/6892228-3041403-ausstellung-zerheilt-zeigt-juedisches-le.html
nein,750.txt,https://www.berlin.de/ausstellungen/6084551-2739799-31-women.html
nein,751.txt,https://www.berlin.de/ausstellungen/6336652-2739799-alexander-calder-minimal-maximal.html
nein,752.txt,https://www.berlin.de/ausstellungen/6351310-2739799-berlin-global.html
nein,753.txt,https://www.berlin.de/events/2526021-2229501-dali-die-ausstellung-am-potsdamer-platz.html
nein,754.txt,https://www.berlin.de/buergeraktiv/engagieren/
nein,755.txt,https://www.berlin.de/buergeraktiv/engagieren/freiwilligendienst/
nein,756.txt,https://www.berlin.de/buergeraktiv/engagieren/engagement-finden/index.cfm?dateiname=ehrenamt_suche.cfm&anwender_id=5
nein,757.txt,https://www.berlin.de/buergeraktiv/engagieren/beratung-und-vermittlung/
nein,758.txt,https://www.berlin.de/buergeraktiv/engagieren/engagement-von-unternehmen/
nein,759.txt,https://www.berlin.de/buergeraktiv/engagieren/corona-engagement/faqs/
nein,760.txt,https://www.berlin.de/buergeraktiv/aktuelles/aktuelle-meldungen/artikel.920643.php
nein,761.txt,https://www.berlin.de/buergeraktiv/engagieren/corona-engagement/nachbarschaftshilfe/
nein,762.txt,https://www.berlin.de/buergeraktiv/aktuelles/ges-ch-ichter-n/
nein,763.txt,https://www.berlin.de/buergeraktiv/engagieren/corona-engagement/spenden/
nein,764.txt,https://www.berlin.de/buergeraktiv/engagieren/engagement-von-unternehmen/corona-hilfe/
nein,765.txt,https://www.albaberlin.de/news/details/reaktion-auf-coronavirus-albas-taegliche-digitale-sportstunde-fuer-kinder-und-jugendliche/
nein,766.txt,https://www.edeka.de/services/aktuelle-versorgungslage.jsp
nein,767.txt,https://www.berlin.de/buergeraktiv/informieren/corona-hilfe/hilfsprogramme/
nein,768.txt,https://www.berlin.de/buergeraktiv/informieren/corona-hilfe/hilfsprogramme/artikel.1063104.php
nein,769.txt,https://www.ibb.de/de/foerderprogramme/soforthilfe-4-4.html
nein,770.txt,https://www.berlin.de/buergeraktiv/informieren/corona-hilfe/hilfsprogramme/artikel.993053.php
nein,771.txt,https://www.berlin.de/buergeraktiv/informieren/corona-hilfe/koordinierungsstellen/
nein,772.txt,https://www.berlin.de/buergeraktiv/informieren/corona-hilfe/fake-news/
nein,773.txt,https://www.bpb.de/gesellschaft/medien-und-sport/306942/corona-und-verschwoerungstheorien
nein,774.txt,https://www.amadeu-antonio-stiftung.de/starke-tipps-fuer-die-digitale-zivilgesellschaft-55611/
nein,775.txt,https://mbr-berlin.de/?lang=de
ja,776.txt,https://www.berlin.de/corona/
ja,777.txt,https://www.berlin.de/corona/massnahmen/quarantaene/
ja,778.txt,https://www.berlin.de/corona/massnahmen/
ja,779.txt,https://www.berlin.de/corona/massnahmen/abstands-und-hygieneregeln/
ja,780.txt,https://www.berlin.de/corona/massnahmen/arbeit/
Impfung,781.txt,https://www.berlin.de/corona/massnahmen/verordnung/
ja,782.txt,https://www.berlin.de/corona/massnahmen/einreisen/
ja,783.txt,https://www.berlin.de/corona/massnahmen/einzelhandel-und-dienstleistungen/
ja,784.txt,https://www.berlin.de/corona/massnahmen/gastronomie/
ja,785.txt,https://www.berlin.de/corona/massnahmen/hotels-und-tourismus/
ja,786.txt,https://www.berlin.de/corona/massnahmen/krankenhaeuser-und-pflege/
ja,787.txt,https://www.berlin.de/corona/massnahmen/schulen-und-kitas/
ja,788.txt,https://www.berlin.de/corona/massnahmen/sport-und-freizeit/
ja,789.txt,https://www.berlin.de/corona/massnahmen/veranstaltungen-und-kultur/
ja,790.txt,https://www.berlin.de/corona/massnahmen/wahlen-und-abstimmungen-bundestagswahl-und-berliner-wahlen-2021-1122399.php
nein,791.txt,https://www.berlin.de/corona/massnahmen/orientierungshilfe-fuer-gewerbe/suche/
nein,792.txt,https://www.berlin.de/corona/massnahmen/verordnung/bussgeldkatalog/
ja,793.txt,https://www.berlin.de/sen/wissenschaft/aktuelles/news/2020/artikel.908920.php
nein,794.txt,https://www.berlin.de/corona/lagebericht/
nein,795.txt,https://www.berlin.de/corona/testzentren/
ja,796.txt,https://www.berlin.de/corona/faq/
nein,797.txt,https://www.berlin.de/moderne-verwaltung/
nein,798.txt,https://www.berlin.de/moderne-verwaltung/aktuelles/
nein,799.txt,https://www.berlin.de/moderne-verwaltung/prozesse-und-technik/
nein,800.txt,https://www.berlin.de/moderne-verwaltung/buergerservice/
nein,801.txt,https://www.berlin.de/moderne-verwaltung/barrierefreie-it/
nein,802.txt,https://www.berlin.de/rbmskzl/regierender-buergermeister/senat/richtlinien-der-politik/
nein,803.txt,https://www.berlin.de/sen/inneres/presse/pressemitteilungen/2021/pressemitteilung.1125003.php
nein,804.txt,https://www.berlin.de/sen/ias/presse/pressemitteilungen/2021/pressemitteilung.1125225.php
nein,805.txt,https://www.berlin.de/kultur-und-tickets/
nein,806.txt,https://www.berlin.de/tourismus/
nein,807.txt,https://jobs.berlin.de/
nein,808.txt,https://www.berlin.de/wirtschaft/wirtschaftsstandort/
nein,809.txt,https://www.berlin.de/wirtschaft/wirtschaftsstandort/5611367-3671573-wirtschaftliche-entwicklung.html
nein,810.txt,https://www.berlin.de/wirtschaft/wirtschaftsstandort/5612603-3671573-attraktive-standorte-fuer-unternehmen.html
nein,811.txt,https://www.berlin.de/wirtschaft/wirtschaftsstandort/5613189-3671573-wissenschaft-und-innovation.html
nein,812.txt,https://www.berlin.de/wirtschaft/wirtschaftsfoerderung/5615749-5615330-foerderung-fuer-unternehmen.html
nein,813.txt,https://www.berlin.de/wirtschaft/wirtschaftsfoerderung/5615902-5615330-beratung-und-foerderung-fuer-startups.html
nein,814.txt,https://www.berlin.de/wirtschaft/wirtschaftsfoerderung/5616667-5615330-innovationsfoerderung.html
nein,815.txt,https://www.berlin.de/special/
nein,816.txt,https://www.berlin.de/adressen/
nein,817.txt,https://www.berlin.de/clubs-und-party/adressen/
nein,818.txt,https://www.berlin.de/special/finanzen-und-recht/adressen/
