TEXT,LABEL1,LABEL2
Ist eine Bescheinigung für die Befreiung von der Pflicht zum Tragen einer medizinischen Maske erforderlich?,Maskenpflicht,
Wer stellt gegebenenfalls die Bescheinigung aus?,Maskenpflicht,
Wem gegenüber ist die Bescheinigung vorzuzeigen?,Maskenpflicht,
Sind auch Visiere (zum Beispiel aus Plexiglas) anstatt einer „Maske“ zulässig?,Maskenpflicht,
"Wenn ich ohne Mund-Nasen-Schutz einkaufen gehe oder Bus fahre, muss ich dann mit einem Bußgeld rechnen? Und wie hoch fällt das Bußgeld dann aus?",Maskenpflicht,
Dürfen Mitarbeitende von Verkehrsbetrieben oder der Bahn Bußgelder verhängen?,Maskenpflicht,
Was gilt beim Betreten einer $ORT?,Allgemein,
Ist das Tragen von Schutz- oder Behelfsmasken auch dem Fahrer beim Auto- oder Busfahren erlaubt?,Maskenpflicht,
"Was mache ich, wenn ich mein Frühstück in Bus oder Bahn einnehmen möchte?",Allgemein,
"Was ist mit dem Fernverkehr der Deutschen Bahn? Gilt das auch, wenn ich längere Zeit im Bus oder in der Bahn unterwegs ist?",Allgemein,
Wo muss ich eine medizinische Mund-Nasen-Bedeckung tragen?,Maskenpflicht,
Wer muss eine Maske tragen?,Maskenpflicht,
"Gilt die Pflicht, eine Maske zu tragen, auch für Menschen mit Asthma und ähnlichen Schwierigkeiten beim Atmen?",Maskenpflicht,
Was sind medizinische Masken?,Maskenpflicht,
Welche Masken müssen Beschäftigte im Einzelhandel tragen?,Maskenpflicht,Allgemein
Warum sollte man eine Maske tragen?,Maskenpflicht,
Muss ich beim $ORT eine Maske tragen?,Maskenpflicht,
Wen schütze ich mit einer Maske?,Maskenpflicht,
"Warum soll ich eine Maske tragen, wenn ich gesund bin?",Maskenpflicht,
Wie reinige ich die Maske richtig?,Maskenpflicht,
"Muss ich noch Abstand halten, wenn ich eine Bedeckung trage?",Maskenpflicht,
"Bedeutet 3G in Gasthäusern oder Restaurants, dass im Biergarten und auf Terrassen, also im Freien, weiterhin auch nicht geimpften Menschen der Zutritt gestattet ist?",Gastro,
"Was gilt denn für Kinder zwischen 6 und 12 Jahren? Für die gibt es keine Impfung. Muss ich meinen Sohn also immer zum Testen schleppen, um ihn ins Restaurant oder Schwimmbad mitnehmen zu dürfen?",Kinder,Impfung
"Gelten Schulkinder auch in diesen Sommerferien bereits als getestet, obwohl die Schule und die regelmäßigen Tests noch nicht begonnen haben?",Kinder,
Was ist mit sechsjährigen Kindergartenkindern? Müssen die sich für jeden Schwimmbad-/Musikschul-/Restaurantbesuch testen lassen?,Kinder,
Darf ich mit der neuen Masken-Regel auch wieder meine selbstgenähten Masken tragen?,Maskenpflicht,
Ab wann gelten die neuen Regeln?,Allgemein,
Ich bin voll geimpft. Muss ich in Geschäften und in der U-Bahn noch eine Maske tragen?,Maskenpflicht,Impfung
Muss in Clubs und Discos eine Maske getragen werden? Der Mindestabstand kann ja nicht eingehalten werden - in diesem Fall gilt ja eigentlich immer eine Maskenpflicht.,Veranstaltungen,
Wie läuft das nun mit den kostenlosen Tests für Studenten? Woher bekommen wir die - und reicht ein Studentenausweis als Nachweis?,Schule,
"Bleiben die 1,5 Meter Mindestabstand? Ich finde das zum Beispiel in Supermarkt sehr angenehm, es steigert mein Sicherheitsgefühl.",Allgemein,
Gilt bei einer Bandprobe Maskenpflicht?,Privat,
In unserem Chor herrscht große Unsicherheit über die konkrete Bedeutung der neuen 3-G-Regel für Chorproben.,Kultur,
Wie voll darf jetzt ein Konzertsaal sein?,Kultur,
Besteht noch Maskenpflicht im $ORT?,Allgemein,
"Wenn ich einen negativen Test vorlegen muss, etwa im Schwimmbad, reicht es dann, wenn ich einen Selbsttest zu Hause mache und ihn mitbringe?",Allgemein,
Wo gilt die Maskenpflicht bereits?,Maskenpflicht,
Welche Arten von Masken gibt es?,Maskenpflicht,
Welche Masken müssen in Bundesländern mit Maskenpflicht getragen werden?,Maskenpflicht,
Wie wirksam sind Stoff- oder OP-Masken?,Maskenpflicht,
Wo bekommt man Masken?,Maskenpflicht,
Welche anderen europäischen Länder haben eine Maskenpflicht eingeführt?,Maskenpflicht,
Wird es bald eine bundesweite Maskenpflicht geben?,Maskenpflicht,
Aktueller Stand zur Betreuung in Kitas,Kinder,
Aktueller Stand in $ORT?,Allgemein,
Aktueller Stand in $AKTI?,Allgemein,
Aktueller Stand in $VER?,Veranstaltungen,
Aktueller Stand in $SPORT?,Sport,
Aktueller Stand in $ORT?,Gastro,
Aktueller Stand in $KULTUR?,Kultur,
Aktueller Stand in $REISEN?,Reisen,
Aktueller Stand in $SuL?,Allgemein,
Wie sieht das Testangebot in Kitas und Einrichtungen aus?,Kinder,
Was gilt für das Angebot von Tests am Arbeitsplatz?,Arbeit,Testen
Was gilt für die Kindertagespflege?,Kinder,
Welche Hygienevorschriften gelten für Kindertagesstätten?,Kinder,
Mund-Nasen-Bedeckungen in Kitas und Horten,Maskenpflicht,
Welche Bedeutung hat die Elternvertretung für den Betrieb der Kindertagesstätten unter den Bedingungen der Covid-19-Pandemie?,Kinder,
Unter welchen Voraussetzungen können Elternabende in Kitas durchgeführt werden?,Kinder,
Welche Regelungen gelten für kranke Kinder?,Kinder,
"Was mache ich, wenn ich (Schüler) krank bin beziehungsweise mein Kind krank ist?",Kinder,
Wann muss ein Kind zu Hause bleiben?,Kinder,
"Was ist zu tun, wenn ich (Schüler) oder mein Kind Anzeichen einer COVID-19 Erkrankung hat?",Kinder,
"Was ist zu tun, wenn mein Kind positiv auf eine COVID-19 Erkrankung getestet wurde?",Kinder,
Kann ich die Geschwister meines erkrankten Kindes in die Schule oder Kindertagesstätte schicken?,Kinder,
Qualifizierte Mund-Nasen-Bedeckungen in Kindertagesstätten und Horten,Kinder,
Welche Maßnahmen können zum Schutz der Mitarbeitenden in Kindertageseinrichtungen getroffen werden?,Kinder,
"Kann ich Kinderkrankengeld erhalten, wenn ich mich Zuhause um meine Kinder kümmern muss, da mein Kind pandemiebedingt nicht in der Kita betreut werden kann?",Kinder,
Welchen Einfluss haben die Corona-Regelungen auf das Umgangsrecht in Trennungsfamilien?,Kinder,
Welche Hilfen gibt es für Familien?,Kinder,
Welche Regelungen gelten für Spielplätze?,Kinder,
Touristische Beherbergung und Camping,Reisen,
"Wie sind die Regelungen für Campingplätze, Wohnmobil-Stellplätze und Bootsliegeplätze?",Reisen,
Wie sind die Regelungen für Zweitwohnungen?,Reisen,
Was ist bei einem positiven Coronatest im Urlaub zu beachten?,Reisen,
Müssen die Zimmer nach einer Quarantäne speziell behandelt werden?,Reisen,
"Was müssen Gäste tun, wenn sie während einer Quarantäne im Hotel erkranken?",Reisen,
Unter welchen Bedingungen sind Freizeit- und Kultureinrichtungen geöffnet?,Kultur,
Welche Regeln gelten für das Sporttreiben?,Sport,
Dürfen gewerbliche Angelfahrten und Ausflugsschifffahrten angeboten werden?,Reisen,
"Gibt es Regelungen für religiöse Zusammenkünfte, Gottesdienste, Gebete oder Messen?",Kultur,
Dürfen Chorproben stattfinden und Blasinstrumente gespielt werden?,Veranstaltungen,
Sind Hundeschulen geöffnet?,Allgemein,
"Dürfen Volkshochschulen, Musikschulen und Bildungseinrichtungen öffnen?",Schule,
Sind Fahrschulen geöffnet?,Allgemein,
Welche Bestimmungen gelten für Einreisen aus dem Ausland und aus einem ausländischen Risikogebiet nach $SuL?,Reisen,
Sind Busreisen und andere Reiseverkehre zu Ausflugszwecken derzeit erlaubt?,Reisen,
Was ist bei Kreuzfahrten zu beachten?,Reisen,
Sind Flugreisen und Rundflüge erlaubt?,Reisen,
Welche Regelungen gelten für Einzelunterricht oder Einzelcoaching?,Schule,
"An wen kann ich mich mit Fragen zur Weiterbildung, Mitarbeitersicherung oder ähnlichem wenden?",Schule,
Unter welchen Bedingungen dürfen Bestattungen stattfinden?,Kultur,
Welche Regelungen gelten für gastronomische Betriebe? Wo dürfen Gäste dort bewirtet werden?,Gastro,
Dürfen Diskotheken öffnen?,Veranstaltungen,
Gibt es Einschränkungen für den Verzehr von Alkohol?,Gastro,
"Dürfen Nagel-, Tattoo- und Massagestudios öffnen?",Allgemein,
Sind Sonnenstudios geöffnet?,Allgemein,
"Dürfen Friseure öffnen, unter welchen Bedingungen?",Allgemein,
Dürfen körpernahe Dienstleistungen (z.B. Fußpflege) erbracht werden?,Allgemein,
Dürfen Kosmetikbehandlungen bei einem Hautarzt erbracht werden?,Allgemein,
Dürfen Gruppentherapien und Gruppenkurse (zum Beispiel Geburtsvorbereitungskurse) stattfinden?,Allgemein,
Ist die Prostitution erlaubt?,Arbeit,
Wie verhalte ich mich auf Wochenmärkten ?,Veranstaltungen,
Finden Hochschulveranstaltungen statt?,Schule,
Finden Prüfungen statt?,Schule,
Können Prüfungen auch in elektronischer Form stattfinden?,Schule,
Gibt es Freiversuche bei Prüfungen?,Schule,
Welche Prüfungs-Regeln gelten für Studierende mit Kindern?,Schule,Kinder
Wie wird das Semester gewertet?,Schule,
Regelungen für Lehrveranstaltungen,Schule,
Regelstudienzeit,Schule,
Studienbescheinigungen,Schule,
Welche Hygiene- und Infektionsschutzmaßnahmen werden an den Hochschulen getroffen?,Schule,
Welche Regelungen gelten für BAföG-Empfängerinnen und -Empfänger?,Schule,
Wie sind die Regelungen für das BAföG bei einem Auslandsaufenthalt?,Schule,Reisen
Ich habe meinen Nebenjob verloren – welche Möglichkeiten der Studienfinanzierung gibt es neben dem BAföG für mich?,Schule,
Gibt es für die Zeit der Corona-Pandemie besondere gesetzliche Regelungen für den Hochschulbereich?,Schule,
Wie ist der Zugang zu Gerichten und Staatsanwaltschaften momentan geregelt?,Allgemein,
Welche Möglichkeiten der Kontaktaufnahme zu den Gefangenen gibt es?,Allgemein,
Wie werden die Gefangenen vor Infizierten geschützt?,Allgemein,
Werden noch Ausgänge von Gefangenen zugelassen?,Allgemein,
Wo werden erkrankte Gefangene untergebracht und wie werden sie medizinisch versorgt?,Allgemein,
Wie gestaltet sich derzeit der Alltag in den Haftanstalten?,Allgemein,
Ist die Jagdausübung erlaubt?,Allgemein,
Regelungen zum Unterrichtsbetrieb,Schule,
Präsenzunterricht in $SuL?,Schule,
Corona-Tests an Schulen in $SuL?,Schule,
Mund-Nasen-Bedeckungen in Schulen in $SuL?,Schule,
Welche Regelungen gelten für kranke Kinder?,Schule,Kinder
"Was mache ich, wenn ich (Schüler) krank bin beziehungsweise mein Kind krank ist?",Schule,Kinder
"Was ist zu tun, wenn ich (Schüler) oder mein Kind Anzeichen einer COVID-19 Erkrankung hat?",Schule,Kinder
Kann ich mein Kind beurlauben lassen?,Schule,Kinder
Welche Regelungen gelten für den Sportunterricht?,Schule,Sport
Schulfahrten und sonstige Veranstaltungen,Schule,Reisen
"Welche Unterstützung gibt es für Eltern, wenn kein digitales Endgerät für das Lernen der Kinder verfügbar ist?",Schule,
Gelten die AHA-Regeln auch an Schulen in $SuL?,Schule,
"Dürfen Volkshochschulen, Musikschulen und Bildungseinrichtungen öffnen?",Schule,
Finden Praktika statt?,Schule,
Sport drinnen in $SuL?,Sport,
Welche Regeln gelten für das Sporttreiben in$SuL?,Sport,
Sport draußen in $SuL erlaubt?,Sport,
Wettbewerbe und Sportfeste in $SuL erlaubt?,Sport,Veranstaltungen
Gibt es Pflichten für Zuschauer bei Sportveranstaltungen?,Sport,Veranstaltungen
"Schwimm-, Spaß- und Freibäder in $SuL geöffnet?",Sport,
Welche Regelungen gelten für Profi- und Berufssportler?,Sport,Arbeit
Welche Regeln gelten für Sportboothäfen?,Sport,
Welche Versorgung gibt es in Yachthäfen?,Sport,
Darf man in Sportboothäfen übernachten?,Sport,
Können oder müssen Winterlagerbetriebe/Werften den Zugang für Nichtmitarbeiter beschränken?,Sport,
Gibt es Einschränkungen für private Törns auf dem eigenen oder auf einem gecharterten Boot?,Sport,
Dürfen auf Sportbooten Ausbildungsfahrten oder Kojencharterfahrten durchgeführt werden?,Sport,
"Sind gemeinsame Veranstaltungen, wie etwa Regatten, auf dem Wasser erlaubt?",Sport,
Dürfen Traditionsschiffe wieder Tagestörns durchführen? Welche Einschränkungen gelten hierbei?,Sport,
Dürfen Traditionsschiffe wieder mehrtägige Törns mit Übernachtungen durchführen?,Sport,
Was ist eine Veranstaltung?,Veranstaltungen,
Welche Regeln gelten für Veranstaltungen?,Veranstaltungen,
Dürfen Vereinssitzungen stattfinden?,Veranstaltungen,
Was gilt für Gedenkveranstaltungen?,Veranstaltungen,
Dürfen Gewerkschaftsversammlungen und Demonstrationen stattfinden?,Veranstaltungen,
"Was gilt bei Veranstaltungen zur Aufrechterhaltung insbesondere der öffentlichen Sicherheit, geschäftlichen Veranstaltungen oder solchen im Rahmen von Betreuungssituationen?",Veranstaltungen,
Was gilt für Versammlungen?,Veranstaltungen,
"Welche Vorgaben gelten für Informationsstände von Parteien, Wählergruppen oder Einzelbewerberinnen und –bewerbern im Rahmen der Wahlwerbung?",Veranstaltungen,
Was gilt für größere öffentliche Kundgebungen von Parteien?,Veranstaltungen,
Was gilt für unaufschiebbare Veranstaltungen von Parteien und Wählergruppen zur Aufstellung ihrer Bewerber?,Veranstaltungen,
Was gilt für Versammlungen?,Veranstaltungen,
"Bundestagswahl, sonstige öffentliche Wahlen und Abstimmungen",Veranstaltungen,
Für welche Personen gilt die 3G-Regel im Wahlgebäude?,Veranstaltungen,
Welche Hygieneregeln gelten im Wahlgebäude?,Veranstaltungen,
Gilt die Maskenpflicht auch im Wahlgebäude?,Veranstaltungen,
Welche Bedingungen gelten für die Tagungen von Gemeindevertretungen?,Veranstaltungen,
Unter welchen Bedingungen dürfen Bestattungen stattfinden?,Kultur,
Was gilt bei 3G?,Allgemein,
Was gilt bei Tests für Kinder und Jugendliche in $SuL?,Allgemein,
Allgemeine Kontaktbeschränkungen,Allgemein,
Besuchsregelungen in Krankenhäusern und Pflegeheimen,Allgemein,
Was gilt bei der Maskenpflicht?,Maskenpflicht,
Was gilt für private Feiern?,Privat,
Was gilt bei öffentlichen Veranstaltungen?,Veranstaltungen,
Was gilt in Schulen und Kitas?,Schule,
Was gilt für außerschulische Bildungsangebote?,Schule,
"Was gilt für Musik-, Kunst- und Jugendkunstschulen?",Kultur,
Was gilt für Angebote der Familienbildung und der Frühen Hilfen?,Schule,
Was gilt für berufliche Bildungsangebote?,Schule,
Was gilt für Hochschulen?,Schule,
"Was gilt für Fahr-, Flug- und Bootsschulen?",Allgemein,
"Was gilt für Einzelhandel, Dienstleistungen und Handwerk?",Arbeit,
Was gilt beim Sporttreiben?,Sport,
Was gilt bei Tanz- und Ballettunterricht?,Schule,
Was gilt für Zuschauer bei Sportveranstaltungen?,Sport,Veranstaltungen
"Was gilt für Galerien, Museen und anderen Kultureinrichtungen?",Kultur,
"Was gilt bei religiösen Feiern, Gottesdiensten und Beerdigungen?",Kultur,
Was gilt für Freizeiteinrichtungen?,Privat,
Was gilt für die Gastronomie?,Gastro,
Was gilt für Beherbergungsbetriebe?,Reisen,
"Was gilt für Kantinen, Mensen und Cafeterien?",Arbeit,
Was gilt für touristische Fahrtangebote?,Reisen,
Was gilt für Messen und Kongresse?,Veranstaltungen,
Was gilt für Clubs und Diskotheken?,Veranstaltungen,
"Was gilt für Vergnügungsstätten wie Spielhallen, Wettstuben und Casinos?",Allgemein,
Was gilt für Prostitution und sexuelle Dienstleistungen?,Arbeit,
Welche Soforthilfe gibt es für Unternehmen in Baden-Württemberg?,Arbeit,
Welche weiteren finanziellen Hilfen gibt es für Unternehmen? (Liquiditätshilfen),Arbeit,
Welche Unterstützungen gibt es für Start-ups?,Arbeit,
Welche steuerlichen Erleichterungen gibt es für Unternehmen?,Arbeit,
Welche Sonderregelungen gelten für Kurzarbeitergeld?,Arbeit,
Wie wirkt sich ein Hinzuverdienst bzw. eine Nebenbeschäftigung auf die Höhe des Kurzarbeitergeldes aus?,Arbeit,
Sind Zulagen für Beschäftigte während der Corona-Pandemie steuerfrei?,Arbeit,
Wo gibt es die Krisenberatung Corona und wer kann sie in Anspruch nehmen?,Arbeit,
Wie erhalten z.B. Soloselbständige und Kleinstselbständige einen erleichterten Zugang zur Sicherstellung des Lebensunterhalts durch die Grundsicherung für Arbeitssuchende?,Arbeit,
Wie werden Ausbildungsbetriebe unterstützt?,Arbeit,
Welche Möglichkeiten haben geschädigte Unternehmen in Bezug auf die Aussetzung der Insolvenzantragspflicht?,Arbeit,
Gibt es spezielle Informationen und Hinweise für die Tourismuswirtschaft?,Arbeit,
Welche Unterstützungsmöglichkeiten gibt es für Kultur- und Kreativschaffende?,Arbeit,
Wie unterstützen die Arbeitsagenturen und Jobcenter?,Arbeit,
Besteht eine Arbeitspflicht trotz der Ausbreitung des Corona-Virus?,Arbeit,
"Was ist zu beachten, wenn sich ein Arbeitnehmer in einem Risikogebiet aufgehalten hat?",Arbeit,
"Welche Ansprüche können sich für Arbeitnehmer ergeben, die aus Risikogebieten kommen?",Arbeit,
Was gilt bei Arbeitsausfall oder Störungen des Betriebsablaufs?‎,Arbeit,
Unter welchen Voraussetzungen dürfen vom Arbeitgeber Überstunden angeordnet werden?,Arbeit,
"Dürfen Arbeitnehmer eine andere Tätigkeit aufnehmen, wenn es in dem Hauptarbeitsverhältnis weniger Arbeit gibt?",Arbeit,
Kann der Arbeitgeber seinen Arbeitnehmern Vorsichtsmaßnahmen auferlegen?,Arbeit,
"Was können Arbeitnehmer machen, wenn die wegen COVID-19 erforderlichen Schutzmaßnahmen am Arbeitsplatz nicht eingehalten werden?",Arbeit,
"Was gilt für Beschäftigte, die zu sog. Risikogruppen gehören?",Arbeit,
Kann ein Arbeitgeber Zwangsurlaub wegen fehlender Aufträge anordnen?,Arbeit,
Kann genehmigter Urlaub „zurückgegeben“ werden?,Arbeit,
Werden Urlaubstage während einer behördlich angeordneten Quarantäne auf den Jahresurlaub angerechnet?,Arbeit,
Kann ein Arbeitgeber „wegen Corona“ kündigen?,Arbeit,
Auswirkungen der Corona-Pandemie auf die Arbeit des Betriebsrats sowie die Zusammenarbeit von Arbeitgeber und Betriebsrat,Arbeit,
"Besteht ein Vergütungsanspruch, wenn einem Arbeitnehmer nach dem Infektionsschutzgesetz (IfSG) ein berufliches Tätigkeitsverbot erteilt worden ist oder sie in häuslicher Quarantäne bleiben müssen?",Arbeit,
"Besteht ein Vergütungsanspruch, wenn Arbeitnehmer wegen der Betreuung ihrer Kinder nicht arbeiten können?",Arbeit,
Gelten besondere Regelungen für sog. Minijobber?,Arbeit,
Was ist beim Austausch von Gesundheitsdaten zu beachten (Datenschutz)?,Arbeit,
Was ist Homeoffice? Was ist mobiles Arbeiten?,Arbeit,
In welchen Bereichen ist Homeoffice möglich?,Arbeit,
"Seit wann und für wie lange ist der Arbeitgeber verpflichtet, Homeoffice anzubieten?",Arbeit,
"Ist der Arbeitnehmer verpflichtet im Homeoffice zu arbeiten, wenn der Arbeitgeber das anbietet?",Arbeit,
In welcher Form kann Homeoffice – soweit möglich und gewünscht – angeordnet werden?,Arbeit,
Kann der Arbeitgeber die Möglichkeit zur Arbeit im Homeoffice spätestens nach Ende der Pandemie-Lage wieder beenden?,Arbeit,
Welche Ausstattung muss der Arbeitgeber den Arbeitnehmern für das Homeoffice zur Verfügung stellen?,Arbeit,
Wer trägt die Kosten für die Arbeitsmittel bei der Arbeit im Homeoffice?,Arbeit,
Gibt es steuerliche Vergünstigungen für das mobile Arbeiten im Homeoffice?,Arbeit,
"Sind Höchstarbeitszeiten, Ruhezeiten, das Verbot von Nacht- und Sonntagsarbeit auch im Homeoffice einzuhalten?",Arbeit,
"Besteht auch bei mobiler Arbeit eine Pflicht zur Arbeitszeiterfassung? Wenn ja, wie ist diese umzusetzen?",Arbeit,
Welche Pflichten treffen den Arbeitgeber bezüglich des Gesundheitsschutzes beim mobilen Arbeiten?,Arbeit,
Verstößt Homeoffice gegen den Datenschutz? Wie kann Geheimhaltung gewährleistet werden?,Arbeit,
Unterliegt die mobile Arbeit dem Schutz der gesetzlichen Unfallversicherung?,Arbeit,
Dürfen Vermieter Homeoffice verbieten?,Arbeit,
Arbeitnehmerüberlassung und Entsendung von Arbeitnehmern,Arbeit,
Unter welchen Voraussetzungen können Arbeitnehmer an ein anderes Unternehmen zum Arbeiten überlassen werden?,Arbeit,
Können Arbeitnehmer ins Ausland entsendet werden?,Arbeit,
Arbeitsschutz,Arbeit,
Ausnahmeregelungen im Arbeitszeitrecht für systemrelevante Tätigkeiten,Arbeit,
Welche Richtlinien gelten für die Gestaltung von Baustellen?,Arbeit,
Können Schutzschirme bzw. Visiere Mund-Nase-Bedeckungen bzw. einen Mund-Nasen-Schutz ersetzen?,Arbeit,
Worauf sollten Arbeitgeber im Bereich Arbeitsschutz achten?,Arbeit,
Was ist bei der Beschäftigung von Schwangeren zu berücksichtigen?,Arbeit,
Was müssen Stillende beachten?,Arbeit,
Was muss ich bei der Reiserückkehr beachten?,Reisen,
Welche Rechte habe ich bezüglich meiner Reisebuchungen?,Reisen,
Was passiert mit meiner Pauschalreisebuchung?,Reisen,
Welche Rechte habe ich bei einer individuell gebuchten Reise?,Reisen,
"Bekomme ich den Ticketpreis erstattet, wenn die Veranstaltung wegen des Coronavirus‘ abgesagt wird?",Reisen,
Wer ersetzt entstandene Stornierungskosten bei einer Absage durch den Veranstalter?,Reisen,
Werden Preise für freiwillig zurückgegebene Tickets erstattet?,Reisen,
Wann greift eine Ticketversicherung?,Reisen,
Was ist im Fall der Verhinderung durch den Verbraucher?,Reisen,
Weitere Anlaufstellen (Beratungs-und Schlichtungsstellen),Reisen,
Grenzkontrollen,Reisen,
Kann ich nun in jedes Land einfach einreisen?,Reisen,
Für welche Länder gibt es noch eine Reisewarnung?,Reisen,
Was muss ich bei der Rückkehr aus einem Risikogebiet beachten?,Reisen,
Besteht Präsenzpflicht im Schuljahr 2021/2022?,Schule,
"Ab wann gibt es Präsenz-, Wechsel-, oder Fernunterricht?",Schule,
Was gilt für den Sportunterricht?,Schule,Sport
"Wie oft muss gelüftet werden? Muss auch gelüftet werden, wenn es eine CO2-Ampel oder einen Luftreiniger im Klassenzimmer gibt?",Schule,
Was gilt bei einem positiven Coronafall in der Schule?,Schule,
"Was gilt bei einem positiven Coronafall in der Kita für die Kinder der Gruppe, in der die Infektion aufgetreten ist?",Schule,
Welche Förderprogramme werden in Schulen angeboten?,Schule,
Müssen die Schüler eine Maske tragen?,Schule,Maskenpflicht
Gibt es eine Maskenpflicht in Schulen?,Schule,Maskenpflicht
Warum gibt es nach den Sommerferien eine Maskenpflicht an Schulen?,Schule,Maskenpflicht
Gilt bei Prüfungen und Leistungsfeststellungen eine Maskenpflicht?,Schule,Maskenpflicht
Für wen gilt die Maskenpflicht an Schulen?,Schule,Maskenpflicht
An welchen Schulen und Einrichtungen in $SuL gilt die Maskenpflicht?,Schule,Maskenpflicht
Wo in der Schule und wann gilt diese Verpflichtung?,Schule,Maskenpflicht
Was ist bezüglich der Tragezeiten zu beachten?,Schule,Maskenpflicht
"Woran erkenne ich, ob eine Maske den rechtlichen Vorgaben entspricht?",Schule,Maskenpflicht
Wer ist von der Verpflichtung ausgenommen?,Schule,Maskenpflicht
Wo finde ich weiterführende Informationen zur Maskenpflicht an Schulen?,Schule,Maskenpflicht
"Was gilt für Kinder, die noch nicht eingeschult sind?",Schule,Testen
"Welche Regelungen und Ausnahmen gelten, wenn Schüler einen negativen Corona-Test für außerschulische Bereiche nachweisen wollen?",Schule,Testen
Können Eltern die Tests ihrer Kinder bescheinigen?,Schule,Testen
"Kann ein Test von Personen bescheinigt werden, die eine Schulung zur Durchführung von Testungen absolviert haben?",Schule,Testen
Gelten negative Tests von Schülern auch für außerschulische Angebote?,Schule,Testen
Müssen sich alle Schüler testen lassen?,Schule,Testen
Muss sich das Personal an Schulen testen lassen?,Schule,Testen
Wie oft wird in der Schule getestet?,Schule,Testen
Welche Tests kommen zum Einsatz?,Schule,Testen
Können eigene Tests (z.B. Spucktests) mit in die Schule gebracht werden?,Schule,Testen
Unter welchen Voraussetzungen werden Tests von Teststellen (außerhalb der Schule) anerkannt?,Schule,Testen
"Was passiert, wenn ein Schüler einen positiven Test hat?",Schule,Testen
Wie kommen die Testkits an die Schule?,Schule,Testen
Welche Unterstützung bekommen die Schulen bei den Testungen?,Schule,Testen
Was gilt für Kitas und in der Kindertagespflege?,Schule,Testen
"Was gilt für Schüler, die sich nicht testen lassen?",Schule,Testen
Wann darf mein Kind nicht in die Schule bzw. Kita?,Schule,Kinder
Was ist bei Krankheits- und Erkältungssymptomen bei Kindern und Jugendlichen zu beachten?,Schule,
Wie ist das Vorgehen des Gesundheitsamtes bei Auftreten von Corona-Fällen in Schulen und Kindertageseinrichtungen?,Schule,
"Ist es datenschutzrechtlich zulässig, den Gesundheitsämtern zur Nachverfolgung von Corona-Fällen E-Mailadressen weiterzugeben?",Schule,
Können Ganztags- und kommunale Betreuungsangebote stattfinden?,Kinder,Veranstaltungen
Wie erfolgt die Sprachförderung in Vorbereitungsklassen und Sprachförderkursen im Schuljahr 2021/2022?,Kinder,Veranstaltungen
Können außerunterrichtliche und sonstige Veranstaltungen stattfinden?,Kinder,Veranstaltungen
Was gilt für die Zusammenarbeit mit den Eltern?,Kinder,Veranstaltungen
Was gilt für Schulveranstaltungen?,Kinder,Veranstaltungen
Können Konferenzen und Besprechungen stattfinden?,Kinder,Veranstaltungen
Können im Schuljahr 2021/2022 wieder Angebote von externen Kooperationspartnern oder Experten zum Beispiel zur Prävention angeboten werden?,Kinder,Veranstaltungen
Haben externe Erziehungshilfekräfte ein Zutrittsrecht an der Schule?,Kinder,Veranstaltungen
Dürfen Schulsozialarbeiter oder außerschulische Partner im Ganztag an den Schulen arbeiten?,Kinder,Veranstaltungen
Welche Änderungen treten ab dem 13.September 2021 ein?,Kinder,Schule
Was gilt für Veranstaltungen an Schulen?,Kinder,Schule
Kann ich mein Kind vom Unterricht befreien lassen?,Kinder,Schule
Sind schulische Förderangebote erlaubt?,Kinder,Schule
Was gilt für Veranstaltungen an Schulen und Kitas?,Kinder,Schule
Sind Praktika erlaubt?,Kinder,Schule
Dürfen externe Personen die Schule betreten?,Kinder,Schule
Was gilt für Kooperationen zwischen Kindertageseinrichtungen und Grundschulen?,Kinder,Schule
Was gilt für das Projekt „Schulreifes Kind“?,Kinder,Schule
Ab wann sind Klassenfahrten ins Ausland wieder erlaubt?,Kinder,Schule
,Kinder,Schule
Fragen und Antworten zum Fernunterricht,Kinder,Schule
Welche Grundsätze gelten für den Fernunterricht?,Kinder,Schule
Wann gibt es Fernunterricht?,Kinder,Schule
Wie sieht der Fernunterricht konkret aus?,Kinder,Schule
Wie viele Stunden müssen die Lehrkräfte und Lernende erreichbar sein?,Kinder,Schule
Gibt es für den Fernunterricht einen Stundenplan?,Kinder,Schule
"Welche Regelkommunikation gibt es, wenn ganze Klassen oder Lerngruppen im Fernunterricht sind?",Kinder,Schule
"Welche Regelungen gibt es, wenn einzelne Schüler dauerhaft nicht am Präsenzunterricht teilnehmen?",Kinder,Schule
Was muss die Lehrkraft dokumentieren?,Kinder,Schule
"Was mache ich, wenn der Fernunterricht nicht so funktioniert, wie er sollte?",Kinder,Schule
Erhalten Lehrkräfte Unterstützung beim Fernunterricht?,Kinder,Schule
Sind Schüler im Fernunterricht zu Hause genauso unfallversichert wie im Präsenzunterricht in der Schule?,Kinder,Schule
"Was machen Schüler, die über keine digitale Ausstattung verfügen?",Kinder,Schule
Was kann man bei Störungen des Online-Unterrichts unternehmen?,Kinder,Schule
Aktuelle Informationen zur Einreise von Saison-Arbeitskräften,Reisen,
An welcher Stelle der CoronaVO sind die Bestimmungen zur Beschäftigung von Saisonarbeitskräften in der Landwirtschaft zu finden?,Arbeit,
Sind die Bestimmungen für alle landwirtschaftlichen Betriebe anzuwenden?,Arbeit,
